name,category,phone,reservation,address,transportation,hours,price_range,review_based_price_range,service_charges,seating_capacity,max_guests,private_rooms,charter,smoking_policy,parking,facilities,course_menu,drinks,scenes,services,homepage,opened_date,additional_notes,diner_idx,city_name,region_name,tabelog_url,total_review_count,facebook_url,instagram_url,twitter_url,payment_card,payment_emoney,payment_qr,card_types,price_min,price_max,review_price_min,review_price_max,has_private_room,has_smoking,has_reservation,has_parking,bayesian_score,rank
,,,,,,,{},{},,,,,,,,,,,,,,,,47027225,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47027225/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47029580,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47029580/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030475,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47030475/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025384,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47025384/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47009067,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47009067/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027102,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47027102/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031537,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47031537/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47018870,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47018870/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031370,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47031370/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030800,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47030800/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47004842,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47004842/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47004975,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47004975/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47014364,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47014364/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008262,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47008262/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008316,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47008316/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47007879,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47007879/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47004851,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47004851/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030169,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47030169/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47024479,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47024479/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025182,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025182/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47006414,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47006414/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47009199,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47009199/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47029639,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47029639/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47026532,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47026532/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47011594,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47011594/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47005880,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47005880/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031488,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47031488/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47023879,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47023879/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027524,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027524/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030108,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47030108/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47029787,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47029787/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031127,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47031127/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027264,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027264/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47032880,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47032880/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47016050,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47016050/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017939,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47017939/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47005719,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47005719/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47018920,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47018920/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47006900,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47006900/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025456,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025456/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47006581,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47006581/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027731,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027731/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47019401,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47019401/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
farce bar,バー、ダイニングバー、ビアホール,不明の為情報お待ちしております,予約可,沖縄県那覇市久茂地3-11-7 3F・4F,ゆいレール県庁前駅から徒歩3分,19:00 - 05:00,"{'Dinner': '￥3,000～￥3,999'}",{},"個室料お一人1,000円",45,,"有

（4人可、6人可、8人可）

個室料お一人1,000円","可

（20人～50人可、50人以上可）","全席喫煙可

2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,オシャレな空間、席が広い、カウンター席あり、ソファー席あり、カラオケあり、電源あり,,焼酎あり、カクテルあり、焼酎にこだわる、カクテルにこだわる,一人で入りやすい,2時間半以上の宴会可、お祝い・サプライズ可、テイクアウト,,2022年10月14日,,47029617,久茂地,okinawa,https://tabelog.com/okinawa/A4701/A470101/47029617/,1,,,,1,1,1,"['AMEX', 'JCB', 'Master', 'VISA']",3000,3999,,,1,1,1,0,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017292,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47017292/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031284,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47031284/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47014477,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47014477/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47014646,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47014646/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47013486,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47013486/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47028479,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47028479/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47011595,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47011595/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008356,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47008356/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47012320,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47012320/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008365,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47008365/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030311,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47030311/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47018944,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47018944/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47016873,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47016873/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47032327,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47032327/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47007782,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47007782/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031698,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47031698/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47026483,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47026483/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017938,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47017938/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47026138,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47026138/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47021670,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47021670/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008857,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47008857/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030257,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47030257/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47019755,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47019755/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47000405,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47000405/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47005741,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47005741/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025386,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025386/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030240,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47030240/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030258,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47030258/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47021929,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47021929/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47016553,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47016553/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47032820,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47032820/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017294,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47017294/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025555,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025555/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031516,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47031516/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47010676,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47010676/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027294,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027294/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017291,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47017291/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47022253,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47022253/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47007683,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47007683/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027611,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027611/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47005722,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47005722/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47011294,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47011294/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47010980,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47010980/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47004996,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47004996/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017123,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47017123/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025859,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025859/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025457,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025457/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47019740,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47019740/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47021092,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47021092/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025743,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47025743/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47032219,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470303/47032219/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027804,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027804/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008641,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47008641/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47031154,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47031154/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47024045,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47024045/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47021975,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47021975/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47019962,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47019962/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47024028,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47024028/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027060,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47027060/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47020177,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47020177/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47028751,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47028751/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47010991,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47010991/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47007682,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47007682/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47028177,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47028177/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47024136,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47024136/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47024908,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47024908/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47028444,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47028444/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47014261,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47014261/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027769,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47027769/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47018254,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47018254/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47008343,うるま市,okinawa,https://tabelog.com/okinawa/A4703/A470302/47008343/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47021411,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47021411/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47014427,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47014427/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47024280,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47024280/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47019508,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47019508/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025521,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47025521/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47017230,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47017230/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47004677,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47004677/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47026568,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47026568/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025355,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47025355/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47019393,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47019393/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47020443,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47020443/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47005464,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47005464/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47030908,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47030908/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47025002,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47025002/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47013282,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47013282/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47027631,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47027631/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
,,,,,,,{},{},,,,,,,,,,,,,,,,47026719,沖縄市,okinawa,https://tabelog.com/okinawa/A4703/A470301/47026719/,52,,,,0,0,0,[],,,,,2,2,2,2,0.0,5969.0
